  201   101
-2.5483e+01 6.1719e-02 1.1957e-03
-3.1943e+01 2.3573e-02 -1.3920e-02
-3.2443e+01 -4.2775e-03 -1.2903e-02
-3.8394e+01 -2.3616e-02 -8.8151e-03
-3.6851e+01 -5.6170e-02 5.0306e-03
-3.5879e+01 -7.1096e-02 4.0152e-02
-1.6775e+01 -6.5674e-02 5.8425e-02
-6.6668e+00 -2.2307e-02 6.5213e-02
1.5832e+01 -2.9761e-02 6.9356e-02
2.8011e+01 -8.0018e-03 5.7764e-02
4.4714e+01 -2.9995e-02 3.1878e-02
4.3950e+01 -4.6919e-02 1.4283e-02
5.1855e+01 -5.5666e-02 2.2705e-02
5.5303e+01 -4.5845e-02 2.5215e-03
5.3116e+01 -1.6982e-02 -1.5121e-02
4.7742e+01 -1.1208e-02 -1.0778e-02
4.7727e+01 -1.4426e-02 -3.4448e-03
4.6020e+01 -2.9114e-03 -2.1430e-02
3.7012e+01 -3.3945e-03 -1.3319e-02
3.9360e+01 1.4322e-02 2.6852e-02
5.0438e+01 1.3578e-02 2.6225e-02
5.2472e+01 -2.2639e-02 6.6032e-03
5.3740e+01 -2.2032e-02 -8.4572e-03
4.8244e+01 -3.2893e-02 -2.2552e-02
4.2464e+01 -5.5636e-02 5.6304e-03
5.1059e+01 -5.4826e-02 4.2931e-02
6.3930e+01 -3.1578e-02 2.2324e-02
6.2221e+01 -1.5431e-04 -2.2394e-02
5.2733e+01 3.7140e-02 -3.1411e-02
4.6516e+01 2.8202e-02 -3.6658e-03
5.0900e+01 2.2494e-02 7.8021e-03
5.0417e+01 2.0018e-02 -1.1032e-03
5.0348e+01 2.5769e-02 -1.7384e-02
4.1725e+01 1.4570e-02 -2.7645e-02
3.6526e+01 8.7476e-03 -3.6992e-02
2.3229e+01 5.0338e-02 -6.0768e-02
6.1418e+00 5.6713e-02 -4.6671e-02
-1.0641e-01 6.4952e-02 3.5862e-03
7.9348e+00 5.3201e-02 -3.5829e-03
-1.8979e+00 4.2144e-02 -3.6897e-02
-1.0513e+01 5.4186e-02 -5.0595e-02
-2.7196e+01 3.2946e-02 -6.3157e-02
-4.2092e+01 1.2340e-02 -4.1167e-02
-4.7779e+01 1.1391e-02 7.6197e-03
-3.8282e+01 2.1033e-02 4.1047e-02
-2.7256e+01 -4.1238e-03 2.0202e-02
-2.8181e+01 6.9594e-03 -2.0585e-02
-3.7548e+01 3.6372e-02 -2.6659e-02
-4.1511e+01 4.7738e-02 -9.8247e-03
-4.2461e+01 2.6551e-02 -2.2396e-02
-5.2709e+01 2.3685e-02 -3.8257e-02
-6.1589e+01 4.2165e-03 -3.6267e-02
-7.0842e+01 -1.9224e-02 -3.5376e-02
-7.9277e+01 -1.0736e-02 -6.6304e-02
-1.0399e+02 3.6890e-02 -7.9701e-02
-1.1913e+02 1.9386e-02 -6.4125e-02
-1.3606e+02 7.5204e-04 -5.5991e-02
-1.4712e+02 -5.6123e-03 -3.1848e-02
-1.5198e+02 -6.6125e-03 -1.2607e-02
-1.5343e+02 -7.3317e-03 -3.3111e-03
-1.5364e+02 -2.0576e-02 -8.5153e-03
-1.5768e+02 -2.5830e-02 -4.0951e-02
-1.7411e+02 -3.1269e-02 -5.2603e-02
-1.8399e+02 -4.3837e-02 -1.6681e-02
-1.8245e+02 -6.2595e-02 1.7561e-02
-1.7521e+02 -5.9391e-02 3.7170e-02
-1.6387e+02 -2.2826e-02 1.2416e-02
-1.6900e+02 0.0000e+00 0.0000e+00
9.9626e+01 0.0000e+00 0.0000e+00
8.1684e+01 -1.0168e-01 -6.7743e-02
6.5754e+01 -9.9190e-02 -1.9972e-02
7.1698e+01 -8.4777e-02 1.5738e-02
7.3623e+01 -4.6357e-02 4.7904e-03
7.4093e+01 -3.0067e-02 -1.3494e-02
6.6876e+01 -6.5225e-03 -4.6295e-02
5.0945e+01 3.9273e-03 -6.4737e-02
3.4507e+01 1.0967e-02 -2.9952e-02
3.5969e+01 9.0911e-03 -1.0841e-02
2.9087e+01 4.1728e-03 -2.9626e-02
2.1157e+01 1.2518e-04 -2.3776e-02
1.7199e+01 6.2593e-03 -7.5538e-03
1.7380e+01 -2.4981e-03 1.0134e-03
1.7705e+01 -2.3876e-02 -4.4887e-02
-5.0640e+00 -3.5713e-02 -9.5985e-02
-3.0287e+01 -1.0320e-02 -8.5855e-02
-4.7991e+01 2.6524e-03 -8.2779e-02
-7.1677e+01 -1.9317e-02 -6.6383e-02
-8.1183e+01 -1.1748e-02 -2.8139e-02
-8.5746e+01 6.3333e-03 -9.4719e-03
-8.5919e+01 2.5832e-02 -1.4578e-02
-9.3035e+01 4.6057e-02 -6.2225e-03
-8.9030e+01 3.4484e-02 -3.1179e-02
-1.0862e+02 2.3873e-02 -6.7968e-02
-1.2301e+02 2.7288e-02 -2.4579e-02
-1.2091e+02 4.5154e-02 5.1773e-03
-1.2043e+02 3.9032e-02 2.8706e-02
-1.0656e+02 3.7914e-02 7.2821e-02
-8.4015e+01 1.5947e-02 7.1133e-02
-7.0994e+01 3.0331e-02 7.2539e-02
-4.7745e+01 2.8523e-02 8.3446e-02
-2.9271e+01 1.9468e-02 6.3069e-02
-1.6211e+01 3.1508e-02 4.6392e-03
-2.6952e+01 2.8406e-02 -3.4282e-02
-3.3352e+01 1.9200e-02 -1.7143e-02
-3.5523e+01 1.1497e-02 -2.4794e-02
-4.5749e+01 -1.1148e-02 -2.5257e-02
-4.8152e+01 -9.8467e-03 2.1963e-02
-3.4767e+01 -3.9735e-02 8.4192e-02
-6.0560e+00 -1.5433e-02 8.7266e-02
8.8653e+00 9.1920e-04 7.5395e-02
3.1642e+01 3.8831e-03 6.3615e-02
4.0673e+01 -2.5858e-02 2.3767e-03
3.2830e+01 -2.6012e-02 -1.2883e-02
3.4231e+01 -4.8817e-02 6.1406e-03
3.5900e+01 -3.9786e-02 2.7712e-02
4.8087e+01 -4.2819e-02 2.3688e-02
4.7744e+01 -2.8045e-02 -8.8261e-03
4.3674e+01 -2.7245e-02 -1.5617e-02
3.9936e+01 -2.1574e-02 -2.1700e-02
3.2824e+01 -6.8269e-03 1.5199e-04
4.0012e+01 -1.4201e-04 2.5485e-02
4.5567e+01 -1.7845e-02 4.3833e-03
4.2203e+01 -3.5486e-02 1.1394e-02
5.1264e+01 -4.4220e-02 8.3662e-03
4.6386e+01 -3.0008e-02 -3.3900e-02
3.4314e+01 -3.3002e-02 -1.5169e-02
3.8802e+01 -4.3325e-02 4.3803e-02
5.6216e+01 -4.2939e-02 5.2638e-02
6.5121e+01 -9.4212e-03 2.0914e-02
6.6673e+01 1.8638e-02 -1.4923e-02
5.7659e+01 2.1919e-02 -2.7531e-02
5.2907e+01 2.1504e-02 -1.0083e-02
5.2618e+01 1.4233e-02 1.5601e-03
5.3687e+01 -6.5113e-03 -7.0738e-03
4.9081e+01 1.2782e-02 -1.8629e-02
4.4373e+01 1.0060e-02 -2.9160e-02
3.4501e+01 2.4520e-02 -4.0027e-02
2.4359e+01 4.3972e-02 -3.2807e-02
1.8098e+01 4.4243e-02 -1.1080e-02
1.8819e+01 3.6551e-02 -2.5627e-02
5.2844e+00 1.4010e-02 -4.5286e-02
-3.8242e+00 1.5963e-02 -5.3776e-02
-2.1604e+01 2.4370e-02 -6.5489e-02
-3.6569e+01 2.8855e-02 -4.4869e-02
-4.4038e+01 1.9773e-02 -8.4083e-03
-4.0773e+01 -2.3681e-03 2.1257e-02
-3.3410e+01 -1.1307e-02 2.1970e-02
-2.9788e+01 -5.6768e-03 1.6334e-02
-2.5242e+01 4.5428e-03 -3.1599e-03
-3.1368e+01 2.7771e-02 -2.4555e-02
-3.7520e+01 2.1862e-02 -3.4305e-02
-4.8520e+01 1.7692e-02 -4.4188e-02
-5.9614e+01 1.0410e-02 -5.9374e-02
-7.8207e+01 -1.5246e-02 -5.9567e-02
-8.9397e+01 -3.7468e-02 -2.9368e-02
-9.2891e+01 9.5925e-03 -5.5331e-02
-1.1706e+02 -1.8135e-02 -7.6126e-02
-1.3095e+02 -3.3528e-03 -6.9696e-02
-1.5191e+02 -2.0829e-02 -4.7135e-02
-1.5452e+02 -3.8743e-02 -8.7770e-03
-1.5630e+02 -4.7844e-02 -1.5551e-02
-1.6230e+02 -4.8232e-02 -3.0430e-02
-1.7151e+02 -5.5010e-02 -3.9700e-02
-1.8215e+02 -2.6665e-02 -5.0013e-02
-1.9652e+02 -1.5673e-02 -2.5564e-02
-1.9493e+02 -3.0121e-02 1.7642e-02
-1.8770e+02 -3.3672e-02 5.0185e-02
-1.6984e+02 -4.2642e-02 3.7542e-02
-1.6893e+02 0.0000e+00 0.0000e+00
7.4220e+01 0.0000e+00 0.0000e+00
6.0959e+01 -8.1272e-02 -5.3809e-02
4.7315e+01 -5.9583e-02 -2.0316e-02
5.0801e+01 -6.3201e-02 1.5027e-02
5.4828e+01 -6.6395e-02 1.4275e-02
5.7938e+01 -5.4984e-02 3.9592e-03
5.6808e+01 -6.6788e-02 -3.0826e-02
4.2525e+01 -3.4275e-02 -4.5209e-02
3.4204e+01 -9.1699e-03 -2.6374e-02
2.9339e+01 -3.7146e-02 -2.3060e-02
2.2673e+01 -2.6100e-02 -2.2301e-02
1.8188e+01 -5.9697e-03 -1.5460e-02
1.4943e+01 -1.1443e-02 -2.0478e-02
7.9493e+00 -3.8173e-02 -4.3337e-02
-6.7256e+00 -6.9424e-02 -6.6862e-02
-2.5481e+01 -5.6491e-02 -6.9707e-02
-4.1579e+01 -2.6356e-02 -5.3578e-02
-5.2271e+01 -2.2582e-02 -6.9119e-02
-7.6138e+01 -1.3058e-02 -6.1619e-02
-8.3080e+01 2.9374e-04 -1.6679e-02
-8.4478e+01 -2.2363e-03 -2.2549e-03
-8.4208e+01 -4.0039e-03 8.7271e-03
-8.0114e+01 2.4054e-02 -4.1936e-03
-8.6304e+01 1.6815e-04 -5.8603e-02
-1.0942e+02 1.1559e-02 -6.1220e-02
-1.1691e+02 1.6497e-02 -1.8541e-03
-1.1034e+02 2.6403e-02 2.3956e-02
-1.0494e+02 4.9229e-02 3.8449e-02
-9.1119e+01 4.8515e-02 4.4595e-02
-8.2639e+01 3.1149e-02 6.7388e-02
-5.7425e+01 5.1385e-02 8.7528e-02
-3.8875e+01 2.7767e-02 6.9235e-02
-2.2807e+01 3.6465e-02 5.8292e-02
-9.7290e+00 3.3975e-02 1.0134e-02
-1.7740e+01 4.2884e-02 -2.6228e-02
-2.2843e+01 4.9903e-02 -2.9812e-02
-3.2646e+01 2.9610e-02 -3.9164e-02
-4.2425e+01 3.4393e-02 -1.6313e-02
-4.0803e+01 3.8612e-02 1.1565e-02
-3.6642e+01 2.1994e-02 5.2839e-02
-1.4383e+01 1.2517e-02 1.0587e-01
1.6291e+01 1.4137e-02 8.8672e-02
2.9953e+01 -2.1047e-02 3.0987e-02
3.1785e+01 -3.3678e-02 1.9830e-03
3.0944e+01 -1.8083e-02 -8.6761e-03
2.7447e+01 -2.0857e-02 8.9302e-03
3.5410e+01 -8.0327e-03 8.5193e-03
3.1707e+01 -2.9439e-02 -3.3800e-03
3.3720e+01 -3.8905e-02 4.7958e-03
3.4104e+01 -2.5840e-02 3.0265e-03
3.5233e+01 -7.0945e-03 -1.0115e-03
3.3599e+01 1.5335e-02 8.1126e-03
3.9289e+01 -1.0563e-02 1.5834e-02
4.1516e+01 -4.8979e-02 -9.1194e-03
3.4729e+01 -6.3000e-02 -1.9772e-02
3.1630e+01 -8.3756e-02 -2.9787e-03
3.3240e+01 -7.3877e-02 -1.1333e-02
2.5963e+01 -5.3459e-02 -7.6868e-03
2.9397e+01 -5.3677e-02 3.2993e-02
4.2460e+01 -5.4934e-02 5.6228e-02
5.7511e+01 -5.8335e-02 3.9184e-02
6.2052e+01 -4.6099e-02 -7.0389e-05
5.7475e+01 -1.4944e-02 -7.9983e-04
6.1652e+01 6.0521e-03 1.1565e-04
5.7533e+01 -1.0529e-03 -2.9119e-02
4.7092e+01 -1.8537e-02 -1.8835e-02
4.8116e+01 -1.0177e-02 -1.1074e-02
4.1555e+01 -2.3652e-02 -2.5254e-02
3.5489e+01 -2.0500e-02 -2.6855e-02
2.8128e+01 -1.8905e-02 -2.6948e-02
2.2015e+01 -2.0486e-02 -3.8354e-03
2.6210e+01 -1.3647e-02 -3.3815e-02
5.1074e+00 7.0445e-04 -5.7484e-02
-2.5320e+00 2.7465e-02 -4.0235e-02
-1.5010e+01 4.0017e-02 -5.0265e-02
-2.7664e+01 4.5493e-02 -4.5764e-02
-3.7892e+01 4.7183e-02 -2.3603e-02
-3.9466e+01 5.0990e-02 9.9662e-03
-3.2909e+01 1.5664e-02 1.6893e-02
-3.1020e+01 1.3880e-02 -4.7352e-03
-3.5277e+01 -1.3702e-02 6.7894e-03
-2.7625e+01 -8.7300e-03 7.4948e-03
-3.1529e+01 -1.8773e-03 -3.2476e-02
-4.3863e+01 2.4737e-03 -4.9710e-02
-5.6384e+01 8.3347e-03 -6.9205e-02
-7.8465e+01 9.6472e-03 -8.3254e-02
-9.8012e+01 -6.9358e-03 -4.1466e-02
-9.9198e+01 -4.4085e-02 -6.0368e-02
-1.2820e+02 -4.0911e-02 -7.7071e-02
-1.3773e+02 -3.2216e-02 -5.8685e-02
-1.5754e+02 -2.8469e-02 -6.7238e-02
-1.7135e+02 -6.5064e-02 -3.9622e-02
-1.7735e+02 -8.9065e-02 -1.2800e-02
-1.7775e+02 -7.2093e-02 -1.5682e-02
-1.8519e+02 -5.3358e-02 -1.9385e-02
-1.8744e+02 -4.7261e-02 -1.3266e-02
-1.9182e+02 -7.4539e-03 -2.0137e-02
-1.9751e+02 -2.0302e-02 -4.3829e-04
-1.9204e+02 -2.9825e-02 2.4649e-02
-1.8519e+02 -6.8402e-02 2.7479e-02
-1.7830e+02 0.0000e+00 0.0000e+00
5.5601e+01 0.0000e+00 0.0000e+00
4.1047e+01 -6.8041e-02 -3.9277e-02
3.5962e+01 -4.3706e-02 -1.9003e-03
4.0097e+01 -3.8011e-02 8.9254e-03
4.0425e+01 -5.3940e-02 1.3008e-02
4.6601e+01 -6.6433e-02 -1.3887e-02
3.3481e+01 -5.9953e-02 -2.5586e-02
3.3808e+01 -2.0565e-02 -7.1185e-03
2.9922e+01 -1.3336e-02 -3.2823e-02
1.7396e+01 -3.2728e-02 -2.7772e-02
1.6036e+01 -1.7185e-02 1.5506e-03
1.8172e+01 -2.0578e-03 -9.1182e-03
1.1477e+01 -2.3771e-02 -3.9757e-02
-1.7067e+00 -3.6706e-02 -5.6968e-02
-1.7007e+01 -3.1437e-02 -6.3205e-02
-3.3309e+01 -1.1531e-02 -5.2917e-02
-4.3465e+01 -8.8021e-04 -5.1946e-02
-5.9282e+01 2.8413e-03 -6.9481e-02
-7.8206e+01 1.1055e-02 -4.3507e-02
-8.1036e+01 -3.6083e-03 -1.7318e-02
-8.6864e+01 -1.0616e-02 -1.3770e-02
-8.7921e+01 -1.5946e-02 1.1713e-02
-8.1008e+01 -8.4650e-03 -2.0504e-03
-8.8946e+01 -1.8125e-02 -4.3674e-02
-1.0285e+02 3.0444e-02 -5.1639e-02
-1.1477e+02 2.5846e-02 -9.7350e-03
-1.0771e+02 2.0532e-02 3.7909e-02
-9.5811e+01 1.1610e-02 5.0818e-02
-8.2303e+01 1.7897e-02 5.4740e-02
-6.8441e+01 6.2992e-02 7.4003e-02
-4.5302e+01 4.2554e-02 6.9157e-02
-3.3862e+01 2.7816e-02 6.8527e-02
-1.1039e+01 3.9545e-02 6.9277e-02
7.7614e-01 4.6212e-02 1.1058e-02
-5.5098e+00 6.7166e-02 -1.8354e-02
-8.4007e+00 4.7773e-02 -3.0416e-02
-2.0718e+01 4.8868e-02 -4.0304e-02
-2.8553e+01 5.3429e-02 -1.6256e-02
-2.8846e+01 5.9288e-02 9.5643e-03
-2.3770e+01 6.3699e-02 5.8097e-02
2.0264e-01 3.6835e-02 7.9408e-02
1.5934e+01 -3.7166e-03 4.1831e-02
2.1118e+01 -4.2214e-02 1.5800e-02
2.3833e+01 -3.7945e-02 5.3406e-03
2.3789e+01 -3.8222e-02 -6.1586e-05
2.3803e+01 -3.2479e-02 1.6191e-02
3.1884e+01 -3.1599e-02 1.9130e-02
3.3368e+01 -3.1971e-02 -7.1844e-03
2.8292e+01 -2.3400e-02 -5.2272e-03
3.0754e+01 -2.5199e-02 1.6193e-02
3.6388e+01 -1.4542e-02 1.9476e-02
4.0492e+01 -2.4895e-03 -3.3161e-03
3.4730e+01 -1.6647e-02 -3.8829e-02
2.1077e+01 -5.2326e-02 -4.8054e-02
1.0703e+01 -7.0250e-02 -2.3382e-02
9.3862e+00 -8.5317e-02 -2.5108e-03
9.4480e+00 -9.0060e-02 -3.6035e-03
7.5845e+00 -7.7024e-02 5.0307e-03
1.1963e+01 -5.6328e-02 4.2329e-02
2.8749e+01 -4.0563e-02 4.7980e-02
3.5953e+01 -6.8018e-02 2.9749e-02
4.3624e+01 -8.1082e-02 2.8468e-02
5.0188e+01 -5.4177e-02 2.4619e-02
5.5933e+01 -4.5546e-02 3.8080e-03
5.2092e+01 -3.1893e-02 -2.3029e-02
4.4419e+01 -3.3662e-02 -1.6198e-02
4.3993e+01 -3.0452e-02 -2.3744e-02
3.2547e+01 -2.5290e-02 -3.9483e-02
2.4251e+01 -3.7133e-02 -3.5280e-02
1.4907e+01 -6.1005e-02 -3.2793e-02
7.8545e+00 -3.2817e-02 -5.8228e-03
1.1995e+01 -4.0604e-02 -4.4357e-03
5.6366e+00 1.9009e-02 -4.1742e-03
9.9083e+00 3.2475e-02 -1.4463e-02
-1.5948e+00 3.1694e-02 -4.7460e-02
-1.3822e+01 4.6141e-02 -3.7703e-02
-2.0446e+01 6.3898e-02 -2.9115e-03
-1.5278e+01 7.8249e-02 -1.0263e-02
-2.5578e+01 3.9353e-02 -1.5140e-02
-2.2848e+01 1.3652e-02 -1.3031e-02
-3.2093e+01 9.9101e-03 -2.5770e-02
-3.5733e+01 -2.7854e-02 -1.2731e-02
-3.8459e+01 -3.2356e-02 -2.3102e-02
-4.7283e+01 -2.3758e-02 -3.3976e-02
-5.5447e+01 -1.6706e-02 -5.2200e-02
-7.3384e+01 1.2450e-02 -7.4837e-02
-9.2865e+01 1.6372e-02 -8.3100e-02
-1.1493e+02 -3.5161e-02 -8.9306e-02
-1.3752e+02 -1.3968e-02 -6.4257e-02
-1.4706e+02 -3.6942e-02 -5.7254e-02
-1.6615e+02 -3.1154e-02 -7.9983e-02
-1.8705e+02 -4.9900e-02 -6.9373e-02
-2.0083e+02 -7.5827e-02 -2.2580e-02
-1.9834e+02 -6.8303e-02 5.2764e-03
-1.9819e+02 -5.0288e-02 -1.4867e-02
-2.0578e+02 -6.8719e-02 -4.1087e-03
-2.0025e+02 -4.7524e-02 1.3946e-03
-2.0508e+02 -4.0503e-02 -4.7294e-03
-2.0261e+02 -4.3898e-02 2.0853e-03
-2.0404e+02 -7.2724e-02 -4.3330e-03
-2.0478e+02 0.0000e+00 0.0000e+00
4.0501e+01 0.0000e+00 0.0000e+00
2.6939e+01 -6.7558e-02 -3.0079e-02
2.5462e+01 -4.9680e-02 9.7132e-03
3.1795e+01 -4.1746e-02 4.7930e-03
2.7858e+01 -4.1372e-02 -1.4147e-02
2.4722e+01 -6.0016e-02 -2.0533e-03
2.6832e+01 -3.8154e-02 1.5043e-02
3.2243e+01 -4.4233e-02 1.4076e-03
2.7536e+01 -4.0653e-02 -3.8537e-02
1.2975e+01 -2.3723e-02 -2.6910e-02
1.4081e+01 -2.0531e-02 8.3693e-03
1.7159e+01 -3.4444e-02 -2.2046e-02
3.0577e+00 -4.4858e-02 -5.5126e-02
-1.0404e+01 -4.5167e-02 -5.1003e-02
-2.2444e+01 -1.5778e-02 -4.1686e-02
-3.1247e+01 5.6101e-03 -3.9150e-02
-4.2019e+01 1.5491e-02 -3.9206e-02
-5.0850e+01 2.9503e-02 -5.7183e-02
-7.0611e+01 3.9857e-02 -6.8068e-02
-8.4884e+01 2.2470e-02 -3.8351e-02
-8.9786e+01 1.4900e-02 -1.4593e-02
-9.2181e+01 -1.5348e-02 1.0879e-02
-8.4347e+01 -2.5317e-02 -6.3725e-03
-9.5367e+01 -7.2686e-03 -1.9694e-02
-9.4194e+01 2.3228e-02 -1.7249e-02
-1.0399e+02 2.7941e-02 -1.1766e-02
-1.0008e+02 1.9621e-02 9.7196e-03
-9.9132e+01 6.6767e-03 3.5813e-02
-8.2170e+01 6.8438e-03 9.5977e-02
-5.1143e+01 8.7299e-03 9.2046e-02
-3.6147e+01 1.4815e-02 5.2353e-02
-2.4967e+01 2.7946e-02 6.6226e-02
-3.0345e+00 2.2954e-02 7.6687e-02
1.3377e+01 1.0098e-02 3.7755e-02
1.5843e+01 3.2715e-02 -2.4667e-02
1.0433e+00 1.8712e-02 -4.8110e-02
-8.2118e+00 2.9121e-02 -3.3507e-02
-1.5710e+01 3.3142e-02 -5.8930e-03
-1.1158e+01 4.2067e-02 2.1835e-02
-4.7928e+00 4.9601e-02 3.0385e-02
4.0341e+00 -5.3468e-03 3.8452e-02
1.4433e+01 -3.2787e-02 9.6237e-03
8.8459e+00 -5.0388e-02 -3.2411e-03
1.2813e+01 -5.2961e-02 5.9753e-03
1.1834e+01 -6.8568e-02 -3.2098e-03
1.1208e+01 -6.6998e-02 1.5553e-02
1.9610e+01 -7.4445e-02 9.0266e-03
1.5721e+01 -6.0485e-02 4.8191e-03
2.2020e+01 -3.9206e-02 1.1568e-02
2.1505e+01 -3.3026e-02 1.1884e-02
2.7962e+01 -2.8167e-02 2.1698e-02
3.2354e+01 -3.2841e-02 6.0074e-03
3.0966e+01 -2.8552e-02 -3.4002e-02
1.5353e+01 -2.4207e-02 -6.2723e-02
-3.9586e-01 -2.7155e-02 -5.2763e-02
-1.1029e+01 -3.2741e-02 -2.2788e-02
-1.1790e+01 -5.0740e-02 -3.0402e-03
-1.2549e+01 -5.4147e-02 2.6044e-02
1.2325e+00 -4.4905e-02 6.9454e-02
2.2178e+01 -6.1808e-02 4.4539e-02
2.3502e+01 -7.1390e-02 -1.3353e-03
2.1511e+01 -8.7841e-02 1.3770e-02
3.0387e+01 -9.9762e-02 3.4736e-02
3.8879e+01 -9.4155e-02 2.2400e-02
4.1587e+01 -6.5560e-02 -1.7235e-02
3.0261e+01 -5.4352e-02 -1.7394e-02
3.2890e+01 -5.8295e-02 -2.7015e-03
2.8911e+01 -4.0204e-02 -3.1934e-02
1.6923e+01 -2.8708e-02 -6.2571e-02
-2.3748e+00 -4.3600e-02 -2.2632e-02
5.6064e+00 -3.0072e-02 1.6566e-02
5.9080e+00 -5.1817e-02 1.8011e-02
1.4612e+01 -1.2397e-02 1.5595e-02
1.3705e+01 -1.9898e-02 -2.7550e-02
8.3685e-01 -1.1721e-02 -3.6598e-02
-4.5938e+00 1.1837e-02 -1.3560e-02
-5.9432e+00 2.9239e-02 8.5046e-03
-3.4149e-01 1.5506e-02 -1.4580e-02
-1.3233e+01 1.3174e-02 -4.7704e-02
-2.4193e+01 -1.1212e-02 -3.4178e-02
-3.0322e+01 -2.3520e-02 -3.4717e-02
-4.1552e+01 -5.0542e-02 -3.4771e-02
-4.7707e+01 -5.0706e-02 -2.8379e-02
-5.5742e+01 -3.5098e-02 -3.4060e-02
-6.4737e+01 -3.2755e-02 -3.2997e-02
-7.2240e+01 -1.7909e-02 -5.0176e-02
-8.9826e+01 5.2583e-03 -8.9076e-02
-1.1678e+02 -9.2634e-03 -9.0707e-02
-1.3518e+02 -1.5419e-02 -7.8852e-02
-1.5620e+02 -3.0440e-02 -7.5871e-02
-1.7311e+02 -3.8811e-02 -8.0196e-02
-1.9630e+02 -2.3949e-02 -8.4295e-02
-2.1526e+02 -2.4663e-02 -3.1203e-02
-2.1190e+02 -5.1647e-02 9.8571e-03
-2.1033e+02 -5.7850e-02 -1.9801e-02
-2.2180e+02 -5.8490e-02 -1.0501e-02
-2.1558e+02 -7.0553e-02 8.0799e-03
-2.1776e+02 -5.8668e-02 3.1876e-03
-2.1399e+02 -6.7765e-02 -7.5730e-03
-2.2155e+02 -6.8352e-02 -2.8510e-02
-2.2825e+02 0.0000e+00 0.0000e+00
2.2016e+01 0.0000e+00 0.0000e+00
7.2685e+00 -5.1190e-02 -2.1787e-02
1.1123e+01 -5.3484e-02 2.3912e-02
1.9224e+01 -6.8796e-02 1.7233e-02
1.9739e+01 -4.7835e-02 -5.2620e-03
1.6593e+01 -3.9060e-02 -1.0669e-02
1.4404e+01 -4.8324e-02 -9.8037e-03
1.1691e+01 -5.5423e-02 -9.6176e-03
9.5957e+00 -4.5446e-02 -1.2313e-02
5.5351e+00 -1.8241e-02 -7.6491e-03
5.7711e+00 -3.6979e-02 -9.1709e-03
9.4959e-01 -6.2068e-02 -3.3446e-02
-1.0952e+01 -5.6485e-02 -5.0480e-02
-2.4290e+01 -4.9316e-02 -2.7888e-02
-2.4896e+01 -1.5674e-02 -1.2428e-02
-3.0504e+01 1.5555e-02 -2.1648e-02
-3.5720e+01 3.1781e-02 -2.8053e-02
-4.4531e+01 3.5959e-03 -4.5114e-02
-5.8277e+01 3.5321e-02 -5.0540e-02
-6.9801e+01 6.2135e-02 -4.2275e-02
-7.9415e+01 5.9911e-02 -5.1588e-02
-9.5595e+01 4.2843e-02 -2.8504e-02
-9.3667e+01 1.3760e-02 6.0291e-03
-9.2580e+01 1.6558e-02 4.8716e-03
-9.1231e+01 7.5296e-03 -1.6429e-02
-1.0079e+02 1.7545e-02 -1.3342e-02
-9.7902e+01 2.8288e-03 1.6645e-02
-9.2473e+01 1.2222e-02 3.8041e-02
-7.8881e+01 -1.1364e-03 5.6793e-02
-6.4076e+01 -2.4890e-02 8.1974e-02
-3.7894e+01 -1.6876e-02 8.8373e-02
-1.9889e+01 1.6361e-02 7.6665e-02
4.3820e-01 -1.6662e-03 5.1429e-02
5.8252e+00 -3.7784e-02 2.0819e-02
1.0848e+01 -4.2373e-02 -9.7396e-03
9.5539e-01 -6.7928e-03 -3.4011e-02
-6.1577e+00 -1.9946e-03 -2.5874e-02
-1.1982e+01 1.6414e-02 -3.3090e-03
-7.8122e+00 9.3734e-03 2.6024e-02
1.0301e+00 -2.0994e-02 1.0683e-02
-2.4708e+00 -3.2055e-02 -2.9800e-03
-4.5986e-01 -5.7853e-02 -3.2098e-03
-4.0757e+00 -5.5636e-02 -4.3741e-03
-2.6469e+00 -6.4113e-02 -1.2840e-02
-1.0496e+01 -5.6208e-02 -1.4099e-02
-9.6962e+00 -6.5615e-02 1.0314e-02
-5.3386e+00 -6.9312e-02 2.5644e-02
3.1256e+00 -2.9053e-02 2.8054e-02
8.6886e+00 -4.1538e-02 2.2232e-02
1.4241e+01 -4.2136e-02 2.7232e-02
2.2305e+01 -2.6870e-02 1.9660e-02
2.4072e+01 -1.2314e-02 -3.7012e-03
2.0454e+01 -1.6721e-02 -3.0195e-02
8.9740e+00 -1.8155e-03 -4.6657e-02
-2.8742e+00 -3.7217e-03 -3.1917e-02
-6.9845e+00 3.1347e-03 -2.6095e-02
-1.5922e+01 -2.1882e-03 -2.5009e-02
-1.9489e+01 -8.6730e-03 1.0865e-02
-1.0489e+01 -4.3070e-02 3.4668e-02
-2.1552e+00 -8.1274e-02 2.1496e-02
2.5850e-01 -9.7068e-02 3.7162e-03
-2.9709e-01 -8.9567e-02 9.6380e-05
3.0669e-01 -1.0051e-01 1.8306e-02
8.8561e+00 -1.0720e-01 3.8010e-02
1.9312e+01 -9.7177e-02 1.6774e-02
1.7243e+01 -5.4222e-02 -8.9329e-03
1.4845e+01 -7.3020e-02 -9.5962e-03
1.2445e+01 -8.0971e-02 -9.8969e-03
9.8968e+00 -5.7676e-02 -3.8676e-02
-6.8934e+00 -4.0690e-02 -3.4157e-02
